date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:39:06	3504/3504	---M--	200	added ('OK')	text/html	etag:%22db0-28851953db8c0%22	http://info.cern.ch/hypertext/WWW/History.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/History.html	(from http://info.cern.ch/hypertext/WWW/TheProject.html)
06:39:06	1520/1520	---M--	200	added ('OK')	text/html	etag:%225f0-28f29422b8200%22	http://info.cern.ch/hypertext/WWW/Helping.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Helping.html	(from http://info.cern.ch/hypertext/WWW/TheProject.html)
06:39:07	7037/7037	---M--	200	added ('OK')	text/html	etag:%221b7d-28eb4116c77c0%22	http://info.cern.ch/hypertext/README.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/README.html	(from http://info.cern.ch/hypertext/WWW/TheProject.html)
06:39:07	1454/1454	---M--	200	added ('OK')	text/html	etag:%225ae-28f2904b7b240%22	http://info.cern.ch/hypertext/WWW/LineMode/Defaults/Distribution.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/LineMode/Defaults/Distribution.html	(from http://info.cern.ch/hypertext/WWW/TheProject.html)
06:39:07	8342/8342	---M--	200	added ('OK')	text/html	etag:%222096-28d44e0e7c700%22	http://info.cern.ch/hypertext/WWW/Terms.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Terms.html	(from http://info.cern.ch/hypertext/WWW/WhatIs.html)
06:39:07	1356/1356	---M--	200	added ('OK')	text/html	etag:%2254c-258cc997b7940%22	http://info.cern.ch/hypertext/WWW/Xanadu.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Xanadu.html	(from http://info.cern.ch/hypertext/WWW/WhatIs.html)
06:39:08	1010/1010	---M--	200	added ('OK')	text/html	etag:%223f2-26777a4425100%22	http://info.cern.ch/hypertext/History.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/History.html	(from http://info.cern.ch/hypertext/WWW/WhatIs.html)
06:39:08	230/230	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:40:01%20GMT	http://info.cern.ch/hypertext/WWW/Talks/YesWeCan.snd	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Talks/YesWeCan.1b.delayed	(from http://info.cern.ch/hypertext/WWW/WhatIs.html)
06:39:08	2104/2104	---M--	200	added ('OK')	text/html	etag:%22838-291c52fdcb6c0%22	http://info.cern.ch/hypertext/Conferences/Overview.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/Conferences/Overview.html	(from http://info.cern.ch/hypertext/WWW/WhatIs.html)
06:39:08	9440/9440	---M--	200	added ('OK')	text/html	etag:%2224e0-28f8dfcfcadc0%22	http://info.cern.ch/hypertext/Products/Overview.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/Products/Overview.html	(from http://info.cern.ch/hypertext/WWW/WhatIs.html)
06:39:09	1156/1156	---M--	200	added ('OK')	text/html	etag:%22484-290921583b780%22	http://info.cern.ch/hypertext/Standards/Overview.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/Standards/Overview.html	(from http://info.cern.ch/hypertext/WWW/WhatIs.html)
06:39:09	4375/4375	---M--	200	added ('OK')	text/html	etag:%221117-291db63f09d80%22	http://info.cern.ch/hypertext/WWW/Protocols/HTTP/AsImplemented.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Protocols/HTTP/AsImplemented.html	(from http://info.cern.ch/hypertext/WWW/Summary.html)
06:39:09	1812/1812	---M--	200	added ('OK')	text/html	etag:%22714-359f9408f64c0%22	http://info.cern.ch/hypertext/WWW/MarkUp/MarkUp.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/MarkUp/MarkUp.html	(from http://info.cern.ch/hypertext/WWW/Summary.html)
06:39:10	512/512	---M--	200	added ('OK')	text/html	etag:%22200-284431dea7040%22	http://info.cern.ch/hypertext/WWW/JANETAccess.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/JANETAccess.html	(from http://info.cern.ch/hypertext/WWW/Summary.html)
06:39:10	217/217	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:40:02%20GMT	http://info.cern.ch/WWW/disclaimer.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/WWW/disclaimer.22.delayed	(from http://info.cern.ch/hypertext/WWW/Summary.html)
06:39:10	837/837	---M--	200	added ('OK')	text/html	etag:%22345-2915b752790c0%22	http://info.cern.ch/hypertext/WWW/MidasWWW/Status.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/MidasWWW/Status.html	(from http://info.cern.ch/hypertext/WWW/News/9211.html)
06:39:11	632/632	---M--	200	added ('OK')	text/html	etag:%22278-28f7bea0ea900%22	http://info.cern.ch/hypertext/WWW/Macintosh/Status.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Macintosh/Status.html	(from http://info.cern.ch/hypertext/WWW/News/9211.html)
06:39:11	1813/1813	---M--	200	added ('OK')	text/html	etag:%22715-2912013777c40%22	http://info.cern.ch/hypertext/WWW/Curses/Release_00.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Curses/Release_00.html	(from http://info.cern.ch/hypertext/WWW/News/9211.html)
06:39:11	5869/5869	---M--	200	added ('OK')	text/html	etag:%2216ed-28f6934776800%22	http://info.cern.ch/hypertext/WWW/News/9209.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/News/9209.html	(from http://info.cern.ch/hypertext/WWW/News/9211.html)
06:39:11	2003/2003	---M--	200	added ('OK')	text/html	etag:%227d3-2917151600300%22	http://info.cern.ch/hypertext/WWW/FAQ/Bootstrap.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/FAQ/Bootstrap.html	(from http://info.cern.ch/hypertext/WWW/FAQ/List.html)
06:39:12	4504/4504	---M--	200	added ('OK')	text/html	etag:%221198-291715b9143c0%22	http://info.cern.ch/hypertext/WWW/FAQ/KeepingTrack.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/FAQ/KeepingTrack.html	(from http://info.cern.ch/hypertext/WWW/FAQ/List.html)
06:39:12	5128/5128	---M--	200	added ('OK')	text/html	etag:%221408-282ead5f54340%22	http://info.cern.ch/hypertext/WWW/FAQ/WAISandGopher.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/FAQ/WAISandGopher.html	(from http://info.cern.ch/hypertext/WWW/FAQ/List.html)
06:39:12	1784/1784	---M--	200	added ('OK')	text/html	etag:%226f8-28e8c4786bf00%22	http://info.cern.ch/hypertext/WWW/FAQ/Server.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/FAQ/Server.html	(from http://info.cern.ch/hypertext/WWW/FAQ/List.html)
06:39:13	1225/1225	---M--	200	added ('OK')	text/html	etag:%224c9-28e8c5ee43100%22	http://info.cern.ch/hypertext/WWW/FAQ/NoInternet.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/FAQ/NoInternet.html	(from http://info.cern.ch/hypertext/WWW/FAQ/List.html)
06:39:13	2594/2594	---M--	200	added ('OK')	text/html	etag:%22a22-372513f6a9900%22	http://info.cern.ch/hypertext/DataSources/ByAccess.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/DataSources/ByAccess.html	(from http://info.cern.ch/hypertext/DataSources/Top.html)
06:39:13	2909/2909	---M--	200	added ('OK')	text/html	etag:%22b5d-28fa49a721e80%22	http://info.cern.ch/hypertext/DataSources/byOrganisation/Overview.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/DataSources/byOrganisation/Overview.html	(from http://info.cern.ch/hypertext/DataSources/bySubject/Overview.html)
06:39:13	1786/1786	---M--	200	added ('OK')	text/html	etag:%226fa-28d6d5e643b00%22	http://info.cern.ch/hypertext/DataSources/bySubject/Bio/Overview.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/DataSources/bySubject/Bio/Overview.html	(from http://info.cern.ch/hypertext/DataSources/bySubject/Overview.html)
06:39:14	3504/3504	---M--	200	added ('OK')	text/html	etag:%22db0-28e78b9180480%22	http://info.cern.ch/hypertext/DataSources/bySubject/Networking.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/DataSources/bySubject/Networking.html	(from http://info.cern.ch/hypertext/DataSources/bySubject/Overview.html)
06:39:14	19217/19217	---M--	200	added ('OK')	text/html	etag:%224b11-28ac0ac63d900%22	http://info.cern.ch/hypertext/DataSources/News/comp.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/DataSources/News/comp.html	(from http://info.cern.ch/hypertext/DataSources/bySubject/Overview.html)
06:39:14	1118/1118	---M--	200	added ('OK')	text/html	etag:%2245e-28d6d5ce6c2c0%22	http://info.cern.ch/hypertext/DataSources/bySubject/Computing/Languages.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/DataSources/bySubject/Computing/Languages.html	(from http://info.cern.ch/hypertext/DataSources/bySubject/Overview.html)
06:39:15	1013/1013	---M--	200	added ('OK')	text/html	etag:%223f5-27e835a58b5c0%22	http://info.cern.ch/hypertext/DataSources/bySubject/Computing/Algorithms.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/DataSources/bySubject/Computing/Algorithms.html	(from http://info.cern.ch/hypertext/DataSources/bySubject/Overview.html)
06:39:15	110685/110685	---M--	200	added ('OK')	text/html	etag:%221b05d-289c2566bfe00%22	http://info.cern.ch/hypertext/DataSources/Journals.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/DataSources/Journals.html	(from http://info.cern.ch/hypertext/DataSources/bySubject/Overview.html)
06:39:15	2452/2452	---M--	200	added ('OK')	text/html	etag:%22994-291e7164c66c0%22	http://info.cern.ch/hypertext/DataSources/bySubject/Physics/HEP.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/DataSources/bySubject/Physics/HEP.html	(from http://info.cern.ch/hypertext/DataSources/bySubject/Overview.html)
06:39:15	1346/1346	---M--	200	added ('OK')	text/html	etag:%22542-28f694f591ec0%22	http://info.cern.ch/hypertext/Products/WAIS/Sources/Political.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/Products/WAIS/Sources/Political.html	(from http://info.cern.ch/hypertext/DataSources/bySubject/Overview.html)
06:39:16	978/978	---M--	200	added ('OK')	text/html	etag:%223d2-2826b23bb2480%22	http://info.cern.ch/hypertext/DataSources/Archives/CoombsPapers.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/DataSources/Archives/CoombsPapers.html	(from http://info.cern.ch/hypertext/DataSources/bySubject/Overview.html)
06:39:16	212/212	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:40:09%20GMT	http://info.cern.ch/Help/Webmaster	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/Help/Webmaster.37.delayed	(from http://info.cern.ch/hypertext/DataSources/WWW/Servers.html)
06:39:16	3598/3598	---M--	200	added ('OK')	text/html	etag:%22e0e-29031e8536cc0%22	http://info.cern.ch/hypertext/WWW/Provider/Overview.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Provider/Overview.html	(from http://info.cern.ch/hypertext/DataSources/WWW/Servers.html)
06:39:17	920/920	---M--	200	added ('OK')	text/html	etag:%22398-29135e0f702c0%22	http://info.cern.ch/hypertext/DataSources/WWW/UnstableServers.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/DataSources/WWW/UnstableServers.html	(from http://info.cern.ch/hypertext/DataSources/WWW/Servers.html)
06:39:17	911/911	---M--	200	added ('OK')	text/html	etag:%2238f-275e1805b9bc0%22	http://info.cern.ch/hypertext/DataSources/NewsFromVM/Overview.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/DataSources/NewsFromVM/Overview.html	(from http://info.cern.ch/hypertext/DataSources/WWW/Servers.html)
06:39:17	217/217	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2017%20Mar%202023%2006:40:10%20GMT	http://info.cern.ch/TBL_Disclaimer.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/TBL_Disclaimer.3b.delayed	(from http://info.cern.ch/hypertext/DataSources/WWW/Servers.html)
06:39:18	1268/1268	---M--	200	added ('OK')	text/html	etag:%224f4-29055d0048b80%22	http://info.cern.ch/hypertext/WWW/LineMode/Defaults/QuickGuide.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/LineMode/Defaults/QuickGuide.html	(from http://info.cern.ch/hypertext/WWW/Help.html)
06:39:18	1733/1733	---M--	200	added ('OK')	text/html	etag:%226c5-28d5864405f00%22	http://info.cern.ch/hypertext/WWW/Daemon/User/Guide.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Daemon/User/Guide.html	(from http://info.cern.ch/hypertext/WWW/Help.html)
06:39:18	573/573	---M--	200	added ('OK')	text/html	etag:%2223d-291714d33e580%22	http://info.cern.ch/hypertext/WWW/Library/Status.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Library/Status.html	(from http://info.cern.ch/hypertext/WWW/Status.html)
06:39:18	1038/1038	---M--	200	added ('OK')	text/html	etag:%2240e-2905720b971c0%22	http://info.cern.ch/hypertext/WWW/LineMode/Status.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/LineMode/Status.html	(from http://info.cern.ch/hypertext/WWW/Status.html)
06:39:19	558/558	---M--	200	added ('OK')	text/html	etag:%2222e-2912020946b40%22	http://info.cern.ch/hypertext/WWW/Curses/Status.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Curses/Status.html	(from http://info.cern.ch/hypertext/WWW/Status.html)
06:39:19	698/698	---M--	200	added ('OK')	text/html	etag:%222ba-28f7bf30ebcc0%22	http://info.cern.ch/hypertext/WWW/Erwise/Status.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Erwise/Status.html	(from http://info.cern.ch/hypertext/WWW/Status.html)
06:39:19	1135/1135	---M--	200	added ('OK')	text/html	etag:%2246f-28f7bfa268880%22	http://info.cern.ch/hypertext/WWW/Viola/Status.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Viola/Status.html	(from http://info.cern.ch/hypertext/WWW/Status.html)
06:39:20	600/600	---M--	200	added ('OK')	text/html	etag:%22258-28f7c02603f00%22	http://info.cern.ch/hypertext/WWW/TkWWW/Status.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/TkWWW/Status.html	(from http://info.cern.ch/hypertext/WWW/Status.html)
06:39:20	950/950	---M--	200	added ('OK')	text/html	etag:%223b6-2915b9538cb40%22	http://info.cern.ch/hypertext/WWW/NeXT/Status.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/NeXT/Status.html	(from http://info.cern.ch/hypertext/WWW/Status.html)
06:39:20	665/665	---M--	200	added ('OK')	text/html	etag:%22299-28f7c5a974100%22	http://info.cern.ch/hypertext/WWW/VMClient/Status.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/VMClient/Status.html	(from http://info.cern.ch/hypertext/WWW/Status.html)
06:39:21	445/445	---M--	200	added ('OK')	text/html	etag:%221bd-2915b64771ac0%22	http://info.cern.ch/hypertext/WWW/FineWWW/Status.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/FineWWW/Status.html	(from http://info.cern.ch/hypertext/WWW/Status.html)
06:39:21	747/747	---M--	200	added ('OK')	text/html	etag:%222eb-28f7c1d7efec0%22	http://info.cern.ch/hypertext/WWW/FIND/Status.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/FIND/Status.html	(from http://info.cern.ch/hypertext/WWW/Status.html)
06:39:21	892/892	---M--	200	added ('OK')	text/html	etag:%2237c-28f7c2496ca80%22	http://info.cern.ch/hypertext/WWW/Daemon/Status.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Daemon/Status.html	(from http://info.cern.ch/hypertext/WWW/Status.html)
06:39:21	454/454	---M--	200	added ('OK')	text/html	etag:%221c6-28f7c2bfae180%22	http://info.cern.ch/hypertext/WWW/Daemon/VMSGateStatus.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/Daemon/VMSGateStatus.html	(from http://info.cern.ch/hypertext/WWW/Status.html)
06:39:22	544/544	---M--	200	added ('OK')	text/html	etag:%22220-28f7c66647e80%22	http://info.cern.ch/hypertext/WWW/MailRobot/Status.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/MailRobot/Status.html	(from http://info.cern.ch/hypertext/WWW/Status.html)
06:39:22	1448/1448	---M--	200	added ('OK')	text/html	etag:%225a8-291721da3e1c0%22	http://info.cern.ch/hypertext/WWW/LineMode/More.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/LineMode/More.html	(from http://info.cern.ch/hypertext/WWW/LineMode/Browser.html)
06:39:22	893/893	---M--	200	added ('OK')	text/html	etag:%2237d-274878ad45700%22	http://info.cern.ch/hypertext/WWW/LineMode/DocIdeas.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/LineMode/DocIdeas.html	(from http://info.cern.ch/hypertext/WWW/LineMode/Browser.html)
06:39:23	5121/5121	---M--	200	added ('OK')	text/html	etag:%221401-28e24b8fd5bc0%22	http://info.cern.ch/hypertext/WWW/LineMode/Defaults/Bugs.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/LineMode/Defaults/Bugs.html	(from http://info.cern.ch/hypertext/WWW/LineMode/Browser.html)
06:39:23	1220/1220	---M--	200	added ('OK')	text/html	etag:%224c4-282e84390adc0%22	http://info.cern.ch/hypertext/WWW/LineMode/Internals.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/LineMode/Internals.html	(from http://info.cern.ch/hypertext/WWW/LineMode/Browser.html)
06:39:23	13304/13304	---M--	200	added ('OK')	text/html	etag:%2233f8-29093e66e4580%22	http://info.cern.ch/hypertext/WWW/LineMode/Defaults/Features.html	C:/Users/sanam/OneDrive/Desktop/geode/www-project/WWW%20Project/info.cern.ch/hypertext/WWW/LineMode/Defaults/Features.html	(from http://info.cern.ch/hypertext/WWW/LineMode/Browser.html)
